,0
0,0.0
1,0.49216138712505225
2,0.03628802658359174
3,-0.6973577768815638
4,0.654944553671762
5,-0.005177527191519711
6,0.008333170718082802
7,0.8538734558335974
8,-0.06300984848489144
9,0.05663133402237157
10,0.11040488328367629
11,-0.48808852425024013
12,0.11178419418038099
13,-0.25751071926518565
14,0.19104229786648386
15,0.37756708305473197
16,-0.6849451984854185
17,-0.2233031965739897
18,-0.27325456353376687
19,0.29851007513137995
20,0.47587661556851324
21,0.2509035547752014
22,-0.07809128852477387
23,-0.8158773212411032
24,0.17389517639373675
25,-0.05654523021824627
26,-0.3834115640177441
27,-0.44988563023736394
28,0.21551063899277162
29,0.6610605382249684
30,-0.079958863607897
31,-0.07154990894751294
32,-0.5371400804064503
33,0.07759084815679881
34,0.07797419863404254
35,-0.3296140645581044
36,-0.6566413264069578
37,0.6509106173851089
38,-3.1704906623975404
39,0.6573720045612765
40,-0.33856741930286627
41,-1.4078030062259725
42,0.37383983984992925
43,1.4106941055096598
44,-0.44734299591205295
45,0.5345524881389525
46,0.5926937032597127
47,0.6375135973814451
48,-1.9397476653608101
49,0.45832240414524783
50,0.09448548659236408
51,0.12733337259022526
52,0.5468161048587886
53,0.5147786279845038
54,1.6196537543752048
55,-0.21098605986014654
56,-0.4320048287169027
57,0.2787767934769296
58,-0.4552746624755388
59,-0.31599831811835166
60,0.4610462392443869
61,-0.1542627504232052
62,0.8156539226188445
63,0.9254253857107128
64,1.0680832685658932
65,0.1736339082574355
66,0.22602128857975798
67,0.6241190382451508
68,-0.8033361177030757
69,0.36129364163128663
70,0.2916627725715534
71,0.8576730070722507
72,1.9683555833576976
73,0.8351729162231094
74,0.17575612699950288
75,0.8068201584902542
76,-0.7809642549430091
77,0.04474129500140664
78,0.3501548273135058
79,0.5492488615717831
80,0.547427490246808
81,-0.016860348732083863
82,0.8877919310187653
83,0.2874562674658921
84,0.4952178024471627
85,0.22308110628536637
86,0.6332795402434148
87,-0.7263881261996626
