"JPM.Adjusted","MSFT.Adjusted","KO.Adjusted"
15.8997704349858,10.5187411663995,-2.56936334157344
2.71603900975244,1.0430431394606,-2.84811447451361
-5.88942574551302,1.41933336440478,0.217166560922899
0.638570069918787,-0.381725177269776,1.62515228652331
-1.1421274096621,5.87484867756591,1.27928901445697
4.62129456623031,2.05070040489177,-0.421024576814777
6.25764923952905,4.01894721360381,-2.95982094984626
-1.5011499255749,-2.72729090889852,-1.30723118836509
-0.234444728838623,-1.75236713606646,0.662286129608902
-0.352523842575569,0.713443018518256,1.64468854818876
-2.94810813324619,4.84060928889398,-1.40234724150711
-1.70111535142569,9.9099365374629,-2.29760520492207
0.618017470110033,-1.43444093513502,-0.223995752597284
1.59710647041789,0.727663614356899,2.1324639066435
3.02299856022497,3.92156893803353,2.087945872643
-0.352124227989814,-1.78752408995698,0.968785886058487
2.12012525787628,3.53895552487198,-1.17275274725379
1.72086753916236,0.781233840042983,-1.41101223870057
1.56028117134517,-1.74417751485392,1.38308138708771
-1.76850476313724,-3.64889421882477,0.155422935098271
1.56392438898045,2.14943286608102,-0.965566081278291
-2.16660233259818,-2.50506944713228,0.522343765986166
-0.0731450084239915,1.84998226934692,2.52859050759318
-4.24909806880616,1.00910492345276,0.371607002843888
0.0956430125645724,3.39653551220864,0.976092997274658
-1.24209853893684,-3.76807610972756,1.01671202469851
0.522469076722287,-5.02008273495043,-0.775480935576245
1.15492944875817,-0.634250008856063,1.13070056629048
-2.68319371961967,-0.957404082564806,-1.41406217518408
0.0977713653882217,0.322217806355862,-0.767124222848914
-0.156260612758685,0.749466931921638,-1.89915444826019
1.7217611995807,-2.55046877356603,1.69608942990431
-3.92384274795734,-2.50821162629703,-1.49939842923258
-5.20518107114813,0.671135754465024,-6.07143926100325
2.00637858164585,-1.88886018116562,-3.51423847927014
-2.58804375171341,2.83121424218371,-1.86829882873423
3.18811513877038,4.95596324609602,0.90389060562126
-1.95675204380477,-0.314801010683152,-0.895793611322748
-1.9748092490447,-0.631547189906356,1.98081157637102
-1.17870565681124,0.609107349106974,-0.622324376792904
-0.672332736548009,-4.50116427485656,-0.284581539762796
2.09610124173973,1.32302657396841,-4.4719514187911
2.56627268704692,3.48202345135613,-0.796809865250925
4.77479929075058,2.10305997203022,1.26505450900796
-0.0198922936596846,-2.36864443171682,1.92343039680407
-2.56766341317851,-4.32491500348448,0.194584344396476
-7.06840802311685,-8.37928299851202,-2.7184295188619
4.19869089036553,4.33208284395183,-2.3438027298444
-7.70041089022343,-0.34600928580697,-2.21538726895562
3.45143265881798,-0.578672601806707,-0.0418964604078531
-1.50247760638713,1.62980095140366,2.09858525060647
1.27862282537066,-0.458186483574929,-0.513809313495295
-5.66995996595668,-2.9919737069548,-2.00417637246701
-5.61165770661615,-4.98217999119257,-4.59622352809126
-3.20895409936687,7.86513423450876,1.03865848728992
7.19609703476365,4.74538417363624,-0.48121195078632
0.958980307309654,-0.883982285756146,-1.31868090823968
2.9684186147019,3.90189049448308,3.80849537428063
-1.86809476345048,-4.61376681321657,-1.41602249466465
1.05758963371152,-0.337389139252253,-3.11206073482384
4.41860215556626,-1.24154516255942,1.43753754478924
-0.668146634468902,2.05715567402072,1.52793242777494
-6.72647248226421,-4.36731452521684,-2.5954322474534
-1.8661430657494,-2.69320194895876,1.32109834618053
4.96413950606389,9.2658917461975,0.110489677546988
-4.96478233166835,-0.99112841463177,-0.662255328283057
0.0743611918046616,1.71296803218477,-2.44443346152696
7.12518777427602,4.42694137034667,-0.569512859230759
3.32560127520893,0.603238898935099,1.09967632133523
1.40814571282448,3.56431608572001,0.997066481395925
0.286535579977065,-2.23544830356095,1.88470111547934
-0.285716899402277,1.13503371672941,0.638611321599614
8.22129422008855,6.4248518555138,2.29754885384481
-0.61100178354615,3.9889983136508,1.60428745644929
-2.04917392187819,1.4109241762724,-1.05261430420529
-1.04601585596064,-1.08695269343417,0.9574207100848
0.211421768689601,-1.02560207850008,-0.126451189148036
0.168770245227634,3.1680027645036,1.7092485256228
2.14828138837611,-0.803571998022035,-2.69712585624123
2.78351813361322,-2.90757362821146,0.213252384811846
-3.7512903692465,0.938597507144556,-1.72339186421135
1.56317688113583,3.5719910666123,3.1175093326282
1.72380074704936,-0.584297570147829,-0.125957811463062
-1.14991406382149,-1.76321335118073,-1.72378081593032
3.26529929799422,3.23950160264741,0.171136639361924
-2.76678211814613,0.890440228178235,-0.0213555327791326
-2.94717229679784,0.952626655708033,-0.533970795771999
-1.04709144595736,-2.3036381990555,-1.73929716677507
0.550233538643696,-0.568176553468314,-0.327766756144932
-2.25213900461718,-0.857182834197356,-0.701639905686613
2.58396254011892,-0.979755230059409,1.58977543650078
-0.755618442495065,-0.654818487559428,-0.239097447084513
2.17846850527086,1.30360890327759,5.07624631755226
-0.248404320848084,-1.43148115603547,-0.207333367496965
-0.0622352077357946,-0.117342274411858,-0.0623054442078108
2.63704661853821,1.02807322351928,0.394995651568486
1.193589912363,2.20961728241835,-1.01469168845015
-2.19916030507045,-0.867574652610625,1.88280141806971
0.858580250887098,2.89811828208575,0.800839748755067
