,0
0,0.0
1,1.4838971306129949
2,0.3962625053136107
3,0.35631323569776896
4,0.10238104407630697
5,0.3145540010552002
6,0.22535333416136105
7,0.31506536559411463
8,0.15157642370895852
9,0.08436989189459579
10,0.054051861915936826
11,0.2761499825330877
12,0.7313834846585132
13,0.18819039133195242
14,0.04916010170856226
15,0.12486446818770537
16,0.04732737982428512
17,0.10019835245253553
18,0.04730634353440734
19,0.055966112597816975
20,0.12016447852536935
21,0.07895900025847394
22,0.09464020946272232
23,0.05667811849472259
24,0.15039220336235473
25,0.12968110014002082
26,0.1385212335127254
27,0.25184695182294997
28,0.08489783167648837
29,0.0689150461956115
30,0.027446970851068526
31,0.00914814513671305
32,0.06166604185463203
33,0.10673737076999781
34,0.015281795896840306
35,-0.12569031991468835
36,-0.10242551109276557
37,0.01415395531377815
38,-0.07967696918424473
39,-0.08339773932109938
40,-0.07456677812010502
41,0.08178108687932752
42,-0.0570135516704952
43,-0.019826247344756655
44,0.045863094216155954
45,-0.01786571480633085
46,0.09090800754446274
47,0.6481525499166804
48,0.289425316849961
49,0.3830159853801158
50,0.15303368349072582
51,0.07361861623752704
52,0.034499732758698734
53,0.21653829746287853
54,0.28855313181003883
55,0.5802406423788457
56,0.45099370441083025
57,0.12909644241832202
58,0.13120533295134051
59,0.17020916275697756
60,0.01970457206566575
61,0.10384466107545032
62,0.047628057136502935
63,0.3131184488309495
64,0.12285059764899743
65,0.6050125631009476
66,0.31874438445686376
67,0.1152180308602106
68,0.37345716122099065
69,0.19237816152826395
70,0.1847148094350316
71,0.12151263646789999
72,0.0850886481962927
73,0.5443772162171152
74,0.3045910955937717
75,0.1645692193102723
76,0.09840143606845338
77,0.0841923017744776
78,0.13975105477457242
79,0.09790107056663516
80,0.17380781226461925
81,0.14921196470687578
82,0.11557312933200878
83,0.042766112181939174
84,0.029912076251769677
85,0.11071604380745624
86,0.09890739413187187
87,0.10662294440514877
88,0.07862312875133458
89,0.03933249636679229
90,0.05544684202997781
91,0.07042662275607377
92,0.0327722557267716
93,-0.03777862261283364
94,-0.07124901113949256
95,-0.0713120403148062
96,-0.016806549370612
97,0.0006247716272947849
98,-0.0005141473596089458
99,0.034293797776367506
100,-0.0023142595581208025
101,-0.003276957168441023
102,0.010019321291953293
103,-0.000564368435863143
104,0.01845722420360078
105,0.010155279639121391
106,0.08885713891204584
107,0.0734928603432625
108,0.0724513181965427
109,0.059106186958484574
110,0.02426895803400023
111,0.019113193337426566
112,0.04382328006459311
113,0.053008888060948556
114,0.08024734241948873
115,0.03131417307162116
116,0.0036733885010776755
117,0.07651952255049675
118,0.07992841147562729
119,0.05712329222811894
120,0.0019815132212074663
121,0.0687755836355451
122,0.04564836344710985
123,0.03628972202082522
124,-0.005958624733364597
125,0.12424215976417159
126,0.007529923979759252
127,0.038529129484778844
128,0.08991047265240044
129,0.010302812771133383
130,0.10301181751229256
131,0.07903774304861588
132,0.3763235925522554
133,0.08258108225775375
134,0.06586842225563061
135,0.04407948221986912
136,0.09534432513323253
137,0.06982760986383328
138,0.17222537326688486
139,0.07127861532799144
140,-0.012670901511017294
141,-0.01657641746101537
142,-0.010733792778867069
143,0.043232394607589306
144,0.00265018834154891
145,0.00396265154268036
146,-0.007027208057267775
147,0.0067880127329082805
