,0
0,0.0
1,-0.37011037823607806
2,6.351708531324198
3,6.820618565212515
4,7.776082960005215
5,6.127617638177499
6,6.887053201295585
7,6.870846042108228
8,7.546010842505547
9,7.3948440273278635
10,6.878948189267635
11,4.956470005892156
12,2.1577167009361142
13,5.478898956075656
14,5.850119841318541
15,5.434629285586183
16,5.551156839915501
17,5.140608744184909
18,5.1002305041083345
19,4.584830335589755
20,4.217056328402997
21,4.268074211376796
22,4.10946834655332
23,3.7986659221532126
24,3.270504172862992
25,3.267903080477743
26,3.203265079536741
27,2.5144611231314906
28,3.299702254221564
29,3.264869450621957
30,3.24039451134336
31,2.9274943786581438
32,2.279219723230443
33,2.408984217136965
34,1.5325913529281623
35,2.297566737515096
36,2.2937594548396194
37,2.574651448318479
38,3.3024510522900066
39,3.2450968342594115
40,3.1239838941180507
41,2.386086542381783
42,2.439320465715571
43,2.7168317623791944
44,2.9572195201438882
45,3.1658158191789125
46,3.017388161996125
47,2.6352069311518393
48,5.464388986134141
49,5.738787780024121
50,7.050995962236678
51,6.931435232519561
52,6.705120511727153
53,6.114047415031113
54,5.977779200562744
55,4.30490337316219
56,6.9084363193092475
57,8.386871104512862
58,7.798740261496103
59,7.546381213966576
60,7.574933673786325
61,6.76489407567575
62,6.636971085169543
63,6.19853202813457
64,7.170299451914933
65,6.048046634378944
66,8.018894362297564
67,8.377176036363482
68,8.005948502245333
69,8.688567527831768
70,8.275249070109735
71,7.825227055645698
72,7.394870313084671
73,6.577495704034045
74,7.589516120535231
75,7.806709240127364
76,7.574315328615258
77,7.015568210825854
78,6.083523075776669
79,5.593935004242947
80,4.768572327727816
81,4.617508362668269
82,4.433570372520796
83,4.652726316553426
84,4.39368020474292
85,4.148158280791198
86,4.030498225821844
87,3.778643774811939
88,3.666586908160253
89,3.620192498894584
90,3.358085309106586
91,2.9448882370621434
92,2.9738997045585633
93,2.2923531286705723
94,2.571862520143134
95,2.52866927776604
96,2.312610725763806
97,2.1917556412008783
98,2.1057231836098707
99,1.9470306945321454
100,2.007095441110292
101,1.9319523064622184
102,1.8358400744153718
103,1.7765206103704676
104,1.544971029746746
105,1.5387876794460376
106,0.9984230661482618
107,1.1421773478153603
108,1.0710652099927362
109,1.3820204165288075
110,1.5462082503686898
111,1.5263198554190724
112,1.275224677029109
113,1.1281329770408215
114,0.9310920267398477
115,1.2693592941870568
116,1.3873394047489245
117,1.2330425354660883
118,1.3835444683609668
119,1.5451704193931084
120,1.6619483034599005
121,1.2199399129844133
122,1.3179671564929325
123,1.2786177452357608
124,1.5000658353719745
125,0.619359029512326
126,1.341241748006475
127,1.1323773792219782
128,1.157972728724926
129,1.5783594244482122
130,1.5386224322768394
131,1.6171828165231452
132,0.5671241451223532
133,2.3337251868666904
134,2.3650945646531802
135,2.5694645023293496
136,2.0773241484865284
137,2.199114696320267
138,1.744158228185521
139,1.9530080172674507
140,2.4794604120501273
141,2.342593159117608
142,2.2193143518683316
143,1.8284771978764611
144,1.9182957503898388
145,1.7968516602505111
146,1.700120841078252
147,1.521833891993936
148,1.3887338418172248
149,1.337390497459089
150,1.2834143659477442
151,1.101252090468177
152,1.1994383966366513
153,1.1396403299944609
154,1.054445518083527
155,0.8517356850957618
156,0.539746762717754
157,0.6843356649341732
158,0.5073136019200398
159,0.8891021039032924
160,0.9908141730663025
161,1.2258696718764468
162,1.0925331921041745
163,0.6756660274118149
164,1.395521547783107
165,1.3704153993285946
166,1.5232702394497017
167,0.6738249698105488
168,1.7133059881615016
169,1.5986273863588534
170,0.6893308435998171
171,1.482018389574869
172,2.082506997514935
173,1.7364384460664781
174,1.242970583043424
175,3.3210957869647455
176,3.9557656739996956
177,3.6678408384138628
178,5.3040846967449955
179,5.5059799394422795
180,6.201517392432025
181,6.047583079225495
182,5.805120295612269
183,5.435004863041618
184,5.182129512167258
185,4.8580641924110015
186,3.679643120812259
187,4.45199597218756
188,3.975518435607214
189,3.8415738682792098
190,2.2625950807162756
191,3.6154046896317764
192,3.7094260608918
193,3.364061229812279
194,3.1709194132182126
195,3.228771626081837
196,2.0813105225132786
197,2.2454564992019415
198,1.8737656856520017
199,2.40726079397666
200,3.07494224486188
201,3.0274356478713527
202,2.832804446365901
203,2.9396662336518187
204,2.6711445691758566
205,3.341799268325591
206,3.29069275971495
207,2.3958625776519806
208,3.4413533155408538
209,3.243376863517221
210,3.2698624371071423
211,3.166220158891173
212,3.2451675018933464
213,3.0231561358849492
214,2.7588691501149887
215,2.379211649408672
216,2.124836938268089
217,2.3342781834844493
218,2.213518016905013
219,2.016403740930763
220,1.901651218428174
221,1.8409978525572996
222,1.8477528786551314
223,1.7286467130338141
224,1.4086124281875014
225,1.2039250507418464
226,1.890274232377139
227,2.2772583295545976
228,1.9587393906700177
229,2.1263800797976677
230,2.096281715136638
231,2.5334446621289146
232,2.7978983606624865
233,2.630894978705985
234,2.680357653638769
235,2.460894277978947
236,2.2661294191316452
237,2.033991445856762
238,2.2888473723988803
239,2.36468103053902
240,2.143671678231746
241,2.0423029764493847
242,2.2885500042834033
243,2.5010298505504163
244,2.4161374214558826
245,2.215852008763009
246,1.983836382613979
247,1.7186874223434703
248,1.7274109093405743
